trip_ID,category
tour_iddeuq5hel,1
tour_idcpx66jyy,2
tour_idem0puc2x,2
tour_idvb607g7l,1
tour_idlos3fpuv,3
tour_idlp8sieqj,2
tour_id3uaeukbp,2
tour_idpa5198et,1
tour_id5tjx9qql,2
tour_idojnvn9z3,3
tour_idsznydpvt,3
tour_id50f08gqc,1
tour_idyh0yvcz4,1
tour_id1ivssd4k,2
tour_idq2c0mg1s,2
tour_ida20zto6o,1
tour_id9g8exepm,2
tour_idg99ogu7v,2
tour_idbo6lpc8g,2
tour_id11ffbh71,1
tour_idmdfoldkv,1
tour_ide6672s0i,1
tour_id6l69hh2q,3
tour_id0igw6653,1
tour_idgcqaunrj,3
tour_idwfoehkau,2
tour_idvo7e7rho,1
tour_idwd9fijuq,1
tour_idlqua7tox,2
tour_idq9n52mp7,2
tour_idtr3x8jqm,3
tour_idh8z29y8d,2
tour_idgjsncdt9,1
tour_id5gktbpnu,2
tour_id1e52ypcw,1
tour_id33qj4yjc,1
tour_id5z0qcdiw,1
tour_id9kknct2n,1
tour_idv7unxsfv,1
tour_idnnsr9uxv,1
tour_idtc1y08wl,2
tour_id63ehs30d,2
tour_idd0b6x50q,1
tour_idg3u7n74o,2
tour_idocrxf8ag,2
tour_id5t3cbzbi,1
tour_id1y3yebnc,1
tour_idyvh01nvd,1
tour_idlyxoarwt,2
tour_id5pqy6i06,2
tour_id57ds1w9z,2
tour_idotc0wmj1,2
tour_idob3gexh7,2
tour_idqbxgprd5,1
tour_idqh6rye0f,2
tour_idvuatyfvj,2
tour_idtecdzqng,2
tour_idtwa79vhi,1
tour_idz5f12sls,1
tour_id1utc24x8,1
tour_id86d3nd0q,2
tour_idlq4g4jme,2
tour_id4hmfjbi6,1
tour_idp8aj16vp,1
tour_idh22oa35c,1
tour_id0d2v3x7d,2
tour_idnhmdmgfz,1
tour_idn2n8y4p4,2
tour_id5dsbxdm1,1
tour_idd7u5txwe,2
tour_idj4r4yhtn,1
tour_idtq1ylmad,2
tour_idle0bgx41,2
tour_idhtuccfnd,2
tour_id4m9iggom,1
tour_id4jndx1xm,2
tour_idw6px1tbu,1
tour_idvilqw56e,1
tour_idgf81qejc,1
tour_id8snfpkrl,2
tour_idad142wyl,2
tour_idyoaxgx5t,1
tour_idahd7fkjg,1
tour_idd4i17xwk,1
tour_idg7lc0w4e,2
tour_idw98azu71,1
tour_idvlscb0e3,2
tour_id1oydqgay,1
tour_id8bc7zn7z,1
tour_idt34qc5xq,1
tour_idbqyb6j2l,1
tour_id9zac9a9q,1
tour_idytnrhhdm,2
tour_id9fze6zl1,1
tour_idvyxhh2iz,1
tour_idwcmaga7h,1
tour_idn1jglw99,1
tour_idni556hiq,1
tour_idh5xmgl7f,1
tour_idrb9xqb9a,1
tour_idimgtmh6u,2
tour_iddwn7qh1b,1
tour_idpwwrckez,3
tour_idjsz03iys,1
tour_idkgzmkhsk,1
tour_id6hdl0drj,1
tour_idm6x0o9hc,2
tour_idkdosicbw,2
tour_idakgbe03z,2
tour_idsyrofexx,1
tour_id4ujn3vka,2
tour_id41iykm72,3
tour_idd4s2ieft,2
tour_idtieooybl,2
tour_id3u3nrkdb,2
tour_idqs2ta1op,2
tour_id24fb7n5o,1
tour_idr28kr1cx,1
tour_idcjtbk367,2
tour_id5kspayhy,2
tour_idhwxnx7oj,2
tour_id7v8ge117,3
tour_idz3iu1w9y,2
tour_idyypsoo3u,1
tour_idsxgszm0f,1
tour_idaegpr6f0,1
tour_id5k5fhxba,3
tour_id0uk67s8q,2
tour_idpxipxcsb,1
tour_idteb5zvyh,3
tour_idyhh3fb3p,2
tour_idsb1t8rtq,1
tour_idxrttz420,1
tour_idzxda736j,1
tour_idkwee0ock,2
tour_idrai29m22,1
tour_idkouift4o,2
tour_idwjs1zter,1
tour_idw3ix6e2j,2
tour_idznq2subl,3
tour_idoksxrz5y,3
tour_idatwuou9c,1
tour_idc6yn6da5,1
tour_idtp5cw2mw,1
tour_idi0ht0ihm,3
tour_idj4hikoin,2
tour_idbe8hkm9o,2
tour_idh1sfhfi8,1
tour_idwup9sgpe,2
tour_idjf3wfcb8,1
tour_idaz611y9g,3
tour_ids0knmctk,3
tour_idr06o7f9d,2
tour_id8wr4hz21,1
tour_idkn1owmkb,2
tour_id6rxrx2kq,2
tour_idb3qv8wxe,1
tour_idy8w28hfi,1
tour_idzxjuv6r1,1
tour_id7ofmvp1b,2
tour_idgyqbtkvq,2
tour_idx02w1oqa,1
tour_idrmfyy2c0,1
tour_idxk15k1hu,2
tour_idfvltyqei,1
tour_idjm68n48t,1
tour_iduo61lx6o,1
tour_id1jm26vov,1
tour_idxezlb72z,1
tour_idzvxto5dz,1
tour_idxkveod6w,1
tour_id9hcxg61i,2
tour_id0qgbre3b,1
tour_iddc8jx7ih,2
tour_idbdzub0ez,1
tour_idpivmhh2f,1
tour_idm9t0qoew,2
tour_idr5ikjmee,1
tour_idt8qzvm5y,2
tour_idjhgyn03t,2
tour_id7rjygoet,1
tour_idbmrjumm3,2
tour_id69nkntx7,1
tour_idmggqacre,1
tour_id8bxmwbtc,2
tour_id89oya1o7,2
tour_idcbvdhu7o,1
tour_id1wog06bc,1
tour_idmy8swafv,2
tour_idvslpi8cq,2
tour_idk4dfvngi,2
tour_idtf2vy7ng,1
tour_ido78405um,1
tour_idrfqobae0,1
tour_idgbqtuuwu,2
tour_idavo4yti2,1
tour_id2iy1lyg5,1
tour_idefucsbid,2
tour_idlxd9utdw,2
tour_idbqxg1whb,3
tour_id0ryveod6,1
tour_idkysd2c9i,1
tour_ideafe8eel,1
tour_idzbmr08ii,1
tour_idory7xy8q,1
tour_id8q1gxw55,1
tour_iddgkz6z4r,2
tour_idlvuxi90p,1
tour_id3nn759sx,2
tour_idkw5z7z83,1
tour_idhdmplesc,2
tour_idn75sljm5,1
tour_idhnonwam6,2
tour_idfxrg5zqm,1
tour_idnytmnkgu,1
tour_idpe8ek7f7,2
tour_idundipriq,1
tour_id4flim6lf,2
tour_idv10mijia,1
tour_id1i9vov69,1
tour_idbc8rhqyv,1
tour_idjr6jsp73,2
tour_id4qx92y0r,2
tour_idul873nq4,1
tour_id2asz84fl,1
tour_idoo5sfuim,2
tour_id3crel9v1,1
tour_idy62iet9n,2
tour_idm8g1iwbk,1
tour_idzr204qei,2
tour_id8gulkie8,2
tour_idebjfw0ks,1
tour_idsrh36nxb,1
tour_idqv1jldzs,1
tour_idmux0mx56,2
tour_idf3po8mb7,2
tour_id3n6mlg3r,2
tour_idewd6fav0,2
tour_id7f495u46,2
tour_ide2yew8az,1
tour_idi9vuriry,2
tour_idkf67nx3b,2
tour_ida92hq5o4,1
tour_idn213se98,2
tour_idb93ntaiw,2
tour_idnbvqxwqr,2
tour_idfgjnzjer,1
tour_iditta2ams,3
tour_id7bq1q8xy,2
tour_idp3xdsd5f,3
tour_id6qeebxpk,1
tour_idltgwxf56,1
tour_idm9ay9h47,1
tour_id2xk05wqd,1
tour_id8jvwhmie,1
tour_idu4cnse5l,1
tour_idpal3pw8n,1
tour_id3rnfe7nn,2
tour_id38804qw6,2
tour_id2riduk44,2
tour_idoy5hdrkc,1
tour_idxs5lescb,1
tour_idrgcirk9d,1
tour_id5o9goyo0,2
tour_idpkgf5dgi,2
tour_id7opy5ttz,2
tour_idu609oy6e,1
tour_id90i1pdug,2
tour_idqotr8sma,2
tour_ida1cpp8ry,2
tour_id85cs3dy8,2
tour_id2zujgst2,1
tour_ideoiw8a6v,2
tour_idtp1xt0ko,2
tour_idjyjon3mu,3
tour_idxf1bbrrs,1
tour_ido3yd5k0a,3
tour_idxub8khhm,2
tour_idgm532mth,2
tour_ideo8nqbtf,2
tour_idqvx38esp,3
tour_idcfs3eno8,2
tour_idgfxi7cpx,1
tour_idnmytbcdr,2
tour_id6bmqp5h6,2
tour_idpwf4zcyr,1
tour_idc0vslrrp,2
tour_idlgu7c55z,1
tour_idnt5ss8p0,1
tour_iduzj0tv76,1
tour_idzk0ezoi0,2
tour_id86vhsg9p,1
tour_id757bjc6d,3
tour_idn8rjyb32,1
tour_idt1idtwrp,1
tour_idkhp8fa3v,1
tour_idif0bf9vs,2
tour_idempaxsox,2
tour_iduj20w0l7,1
tour_id0fmy6h8y,2
tour_idgqqocqa5,1
tour_idn1ljtvru,1
tour_idb3iwczec,2
tour_idvl4cy8kr,2
tour_id8aihorcw,1
tour_idwkwf1ls1,2
tour_id9tj5wlr3,1
tour_ida7og3vf8,1
tour_id1r8n153z,1
tour_idnh5jku0e,3
tour_id4tnjm1r9,2
tour_idgzfxbsy6,2
tour_idw1qqlz1p,2
tour_id6y6w7icu,1
tour_id4t7yovo4,2
tour_idoa3oeep6,2
tour_id8hul086t,1
tour_idmf4lenrl,2
tour_idxvers5j6,1
tour_idtmpoumnc,1
tour_id431oxvx1,2
tour_idaj64c3rf,1
tour_iduqpubt8f,3
tour_idz2oz9cj7,1
tour_idh071riad,1
tour_id2epwvaod,1
tour_idkkt228e8,1
tour_id6fa9zati,1
tour_idpn8opkji,1
tour_id51bk96fo,1
tour_idtsg10bai,2
tour_idjrz1blmp,1
tour_idi1v0dam8,1
tour_idyc1cgzfk,2
tour_id5yz3jkhm,1
tour_idz0ltmuxl,1
tour_idx0q7ylxi,2
tour_idrfsqhd6j,2
tour_id09zqfs8b,1
tour_idw1edoauv,2
tour_id2z7pi4h3,1
tour_idn1yiebdi,2
tour_idtpg2tzug,3
tour_idn877aotw,3
tour_idjifwwe0u,1
tour_idjc8j0vsj,2
tour_id4h0cy0hf,2
tour_iduswnwqep,1
tour_idsz9zhk6g,2
tour_ido2kujh1g,2
tour_idwl2xqxog,1
tour_idsaic1spo,2
tour_id2lnlsi55,2
tour_idfghcmkjn,1
tour_id0c9hrxm7,2
tour_idolsgj969,2
tour_id4pscidq8,2
tour_idyhq1aoqc,1
tour_idzjfql3xc,1
tour_idyd5nmtx8,1
tour_id3kcsv3qx,2
tour_idj19eiyep,2
tour_id53nliukr,2
tour_id5hrx3yrj,1
tour_idk534pxht,2
tour_idn4w413jh,2
tour_idgxm5bafr,1
tour_id5d521kfz,1
tour_idkutwy5pu,2
tour_id4i0jln9v,3
tour_idujr8du2e,1
tour_id9og01s6b,1
tour_idxg9vypik,2
tour_idg3i54g46,2
tour_id8zoa1x6r,2
tour_idotmvnuso,1
tour_idt69q25pt,2
tour_id92bk4ki2,3
tour_idab1obo8r,2
tour_idbjmfu41k,1
tour_idpm83bl3m,2
tour_id2nuag4lg,2
tour_idrlpu681r,1
tour_id2ezjtpxo,3
tour_idn3vgqhg7,3
tour_idfqsfsnuh,1
tour_id3acrc2gj,3
tour_iduqmoe6qj,1
tour_idt7jgmv7g,3
tour_idndq6g5jx,1
tour_id0jgbkd2v,2
tour_idk3h1vvpa,1
tour_idwqs533q0,2
tour_id0jgq8aqd,1
tour_idtox7wnqk,2
tour_ideehkuoz3,2
tour_idjnwpvhvt,2
tour_idoydz5beq,1
tour_idhhsc9a7k,2
tour_idsvi0aejn,2
tour_idav793zqt,1
tour_idiaf2qpjm,1
tour_ide74cwpm9,2
tour_iddfais3qf,1
tour_idkhjqivm3,3
tour_idz5i82f79,2
tour_idf26s3qz3,1
tour_id9sm7lbyx,2
tour_idoyfoziwr,2
tour_idfu0gquaq,2
tour_id837c46wp,2
tour_id6fkts011,2
tour_id8mpcqrpv,2
tour_id23a4ap5o,1
